16,count
cauliflower,384
celery rib,384
frozen chopped spinach,383
garam masala,382
Velveeta cheese,382
ground turmeric,382
sweet potatoes,378
prosciutto,378
cloves,376
fresh coarse ground black pepper,376
vanilla ice cream,375
unbleached all-purpose flour,374
boneless skinless chicken breast halves,371
asparagus,371
mustard seeds,370
rum,370
peanuts,368
creamy peanut butter,367
black peppercorns,366
lemon rind,364
leeks,363
table salt,363
yogurt,362
hard-boiled eggs,360
tomato juice,360
parsley flakes,355
avocados,354
mint,352
fresh strawberries,348
fresh garlic,348
chicken bouillon,347
pinto beans,347
hoisin sauce,345
oyster sauce,344
roma tomatoes,344
cottage cheese,343
green peppers,342
dates,341
peas,339
grape tomatoes,337
dill weed,336
pineapple,333
bell peppers,333
limes,332
egg substitute,328
provolone cheese,327
yellow onions,327
American cheese,327
fresh basil leaf,326
dried sage,325
whole kernel corn,322
frozen spinach,322
oatmeal,320
ground turkey,316
caraway seed,316
flaked coconut,314
nonfat milk,312
romano cheese,311
minced garlic cloves,310
vanilla essence,308
half-and-half cream,307
sunflower seeds,305
fennel seed,305
fresh sage,305
lime zest,302
romaine lettuce,302
yellow mustard,301
kale,301
pumpkin puree,300
cornflour,300
light soy sauce,300
green olives,300
fresh basil leaves,300
mango,296
pumpkin,295
golden raisin,294
pesto sauce,294
raspberries,293
soymilk,292
dried dill,290
parmigiano-reggiano cheese,289
fresh mint leaves,288
Bourbon,288
button mushrooms,288
ground pork,286
salmon fillets,286
diced green chilies,286
bittersweet chocolate,286
spaghetti,285
unsweetened applesauce,283
liquid smoke,282
sweet paprika,278
kalamata olive,277
mustard powder,276
oats,275
vegetable shortening,274
oranges,274
cooked ham,273
chicken thighs,273
fresh tarragon,271
cannellini beans,271
creme fraiche,271
ghee,269
dark rum,269
spring onions,269
low-fat milk,267
gruyere cheese,267
red kidney beans,267
tarragon,266
artichoke hearts,265
ground mustard,265
lemongrass,264
pecan halves,262
mirin,261
tahini,259
marjoram,259
turmeric powder,258
vanilla bean,257
lemon pepper,256
apple cider,256
green bell peppers,256
quick-cooking oats,252
arborio rice,250
chicken breast,250
corn syrup,249
arugula,249
" juice and zest of""",246
pure maple syrup,246
brown rice,245
" rind of""",243
cumin powder,243
catsup,242
chicken bouillon cubes,238
instant yeast,238
sun-dried tomato,238
mashed potatoes,238
monterey jack pepper cheese,237
fresh blueberries,235
pistachios,235
snow peas,228
whole tomatoes,228
cashews,227
wheat germ,227
Splenda granular,226
white flour,226
chocolate,226
dried parsley flakes,225
bean sprouts,225
eggplant,224
reduced-sodium chicken broth,222
horseradish,221
cardamom,221
boneless skinless chicken breast,221
salted butter,220
dried tarragon,219
red chili powder,219
broccoli florets,219
russet potatoes,218
poppy seed,218
chilies,217
linguine,217
fresh flat-leaf parsley,215
sweet potato,215
graham cracker crumbs,214
artificial sweetener,213
yellow cornmeal,212
fine sea salt,211
beef,210
cranberries,209
fresh parsley leaves,208
garbanzo beans,208
light sour cream,207
light mayonnaise,206
fresh cilantro leaves,205
broth,205
cucumbers,205
elbow macaroni,204
granny smith apples,204
diced tomato,203
pears,203
ground cayenne pepper,202
toasted sesame seeds,200
white chocolate,200
sake,200
tuna,200
fresh coriander,198
hazelnuts,198
green cabbage,197
colby-monterey jack cheese,197
star anise,196
pancetta,196
unflavored gelatin,196
orange marmalade,196
quinoa,195
chopped tomato,195
ground flax seeds,195
cherry pie filling,194
marshmallows,194
maraschino cherry,194
canned pumpkin,193
old fashioned oats,192
coriander powder,192
mandarin oranges,191
Italian sausage,191
feta,190
saffron,188
large shrimp,186
Miracle Whip,186
pineapple chunks,186
white rice,185
dried dill weed,185
asiago cheese,185
mint leaf,184
self-rising flour,183
chorizo sausage,183
green chili,183
fresh Italian parsley,182
xanthan gum,181
dried thyme leaves,180
part-skim mozzarella cheese,180
white chocolate chips,180
long grain rice,180
peppercorns,179
minced garlic clove,179
currants,178
poppy seeds,178
sun-dried tomatoes,177
reduced sodium soy sauce,176
sauerkraut,175
oregano leaves,174
maraschino cherries,174
Italian parsley,173
red chilies,170
rice wine,170
water chestnuts,169
beef bouillon cubes,169
great northern beans,169
golden syrup,167
medium shrimp,167
baguette,167
white beans,166
sweetened flaked coconut,164
dried oregano leaves,164
dry yeast,163
chipotle chiles in adobo,161
cremini mushrooms,161
anchovy fillets,160
stevia,160
penne pasta,159
berries,158
quick oats,158
peppercorn,157
sherry wine vinegar,157
kalamata olives,157
smoked salmon,157
dark soy sauce,156
wonton wrappers,155
tortillas,155
turkey,154
lemon wedge,153
mint leaves,153
radishes,152
fresh thyme leaves,152
mini marshmallows,151
mixed spice,150
mangoes,149
boneless skinless chicken thighs,149
alfredo sauce,148
lentils,148
powdered milk,146
canned tomatoes,145
Chinese five spice powder,144
yukon gold potatoes,144
fresh thyme leave,144
red chili pepper,143
fresh garlic cloves,143
Fontina cheese,141
shiitake mushrooms,138
chipotle chile in adobo,138
nutritional yeast,138
gorgonzola,135
miniature marshmallows,129
lettuce leaves,129
ginger powder,128
tomatoes and green chilies,121
coarse sea salt,121
